From: 0.0000
To: 1000.0000
Step: 1.0000
Values: 
1.0000000000e+00
9.9999949894e-01
9.9999799724e-01
9.9999549715e-01
9.9999200089e-01
9.9998751071e-01
9.9998202881e-01
9.9997555743e-01
9.9996809878e-01
9.9995965507e-01
9.9995022852e-01
9.9993982132e-01
9.9992843569e-01
9.9991607382e-01
9.9990273790e-01
9.9988843012e-01
9.9987315268e-01
9.9985690775e-01
9.9983969751e-01
9.9982152413e-01
9.9980238979e-01
9.9978229666e-01
9.9976124690e-01
9.9973924266e-01
9.9971628610e-01
9.9969237938e-01
9.9966752464e-01
9.9964172403e-01
9.9961497968e-01
9.9958729374e-01
9.9955866834e-01
9.9952910560e-01
9.9949860765e-01
9.9946717662e-01
9.9943481461e-01
9.9940152375e-01
9.9936730615e-01
9.9933216391e-01
9.9929609913e-01
9.9925911391e-01
9.9922121036e-01
9.9918239055e-01
9.9914265658e-01
9.9910201054e-01
9.9906045450e-01
9.9901799054e-01
9.9897462073e-01
9.9893034714e-01
9.9888517185e-01
9.9883909690e-01
9.9879212437e-01
9.9874425630e-01
9.9869549475e-01
9.9864584176e-01
9.9859529938e-01
9.9854386964e-01
9.9849155459e-01
9.9843835626e-01
9.9838427667e-01
9.9832931786e-01
9.9827348185e-01
9.9821677064e-01
9.9815918627e-01
9.9810073074e-01
9.9804140606e-01
9.9798121423e-01
9.9792015725e-01
9.9785823712e-01
9.9779545584e-01
9.9773181540e-01
9.9766731777e-01
9.9760196496e-01
9.9753575892e-01
9.9746870165e-01
9.9740079511e-01
9.9733204127e-01
9.9726244210e-01
9.9719199955e-01
9.9712071560e-01
9.9704859219e-01
9.9697563127e-01
9.9690183479e-01
9.9682720471e-01
9.9675174295e-01
9.9667545145e-01
9.9659833216e-01
9.9652038700e-01
9.9644161789e-01
9.9636202677e-01
9.9628161555e-01
9.9620038615e-01
9.9611834048e-01
9.9603548045e-01
9.9595180798e-01
9.9586732496e-01
9.9578203329e-01
9.9569593487e-01
9.9560903159e-01
9.9552132535e-01
9.9543281802e-01
9.9534351150e-01
9.9525340766e-01
9.9516250838e-01
9.9507081553e-01
9.9497833098e-01
9.9488505659e-01
9.9479099424e-01
9.9469614578e-01
9.9460051306e-01
9.9450409794e-01
9.9440690227e-01
9.9430892789e-01
9.9421017665e-01
9.9411065039e-01
9.9401035094e-01
9.9390928014e-01
9.9380743981e-01
9.9370483179e-01
9.9360145789e-01
9.9349731995e-01
9.9339241976e-01
9.9328675915e-01
9.9318033993e-01
9.9307316390e-01
9.9296523287e-01
9.9285654864e-01
9.9274711301e-01
9.9263692776e-01
9.9252599470e-01
9.9241431560e-01
9.9230189225e-01
9.9218872644e-01
9.9207481994e-01
9.9196017453e-01
9.9184479197e-01
9.9172867405e-01
9.9161182251e-01
9.9149423913e-01
9.9137592566e-01
9.9125688386e-01
9.9113711548e-01
9.9101662227e-01
9.9089540598e-01
9.9077346835e-01
9.9065081112e-01
9.9052743603e-01
9.9040334480e-01
9.9027853918e-01
9.9015302089e-01
9.9002679165e-01
9.8989985319e-01
9.8977220722e-01
9.8964385545e-01
9.8951479961e-01
9.8938504140e-01
9.8925458252e-01
9.8912342468e-01
9.8899156958e-01
9.8885901891e-01
9.8872577437e-01
9.8859183764e-01
9.8845721043e-01
9.8832189440e-01
9.8818589124e-01
9.8804920264e-01
9.8791183026e-01
9.8777377578e-01
9.8763504086e-01
9.8749562718e-01
9.8735553639e-01
9.8721477016e-01
9.8707333014e-01
9.8693121799e-01
9.8678843536e-01
9.8664498390e-01
9.8650086525e-01
9.8635608106e-01
9.8621063296e-01
9.8606452259e-01
9.8591775159e-01
9.8577032158e-01
9.8562223419e-01
9.8547349105e-01
9.8532409378e-01
9.8517404400e-01
9.8502334332e-01
9.8487199335e-01
9.8471999571e-01
9.8456735200e-01
9.8441406383e-01
9.8426013280e-01
9.8410556050e-01
9.8395034854e-01
9.8379449850e-01
9.8363801197e-01
9.8348089054e-01
9.8332313580e-01
9.8316474932e-01
9.8300573268e-01
9.8284608746e-01
9.8268581524e-01
9.8252491757e-01
9.8236339603e-01
9.8220125218e-01
9.8203848758e-01
9.8187510379e-01
9.8171110236e-01
9.8154648485e-01
9.8138125281e-01
9.8121540778e-01
9.8104895131e-01
9.8088188494e-01
9.8071421020e-01
9.8054592864e-01
9.8037704178e-01
9.8020755116e-01
9.8003745830e-01
9.7986676473e-01
9.7969547196e-01
9.7952358153e-01
9.7935109493e-01
9.7917801370e-01
9.7900433933e-01
9.7883007334e-01
9.7865521722e-01
9.7847977249e-01
9.7830374064e-01
9.7812712317e-01
9.7794992158e-01
9.7777213734e-01
9.7759377197e-01
9.7741482693e-01
9.7723530371e-01
9.7705520379e-01
9.7687452866e-01
9.7669327978e-01
9.7651145863e-01
9.7632906668e-01
9.7614610539e-01
9.7596257624e-01
9.7577848067e-01
9.7559382015e-01
9.7540859614e-01
9.7522281009e-01
9.7503646345e-01
9.7484955767e-01
9.7466209420e-01
9.7447407447e-01
9.7428549993e-01
9.7409637202e-01
9.7390669217e-01
9.7371646181e-01
9.7352568238e-01
9.7333435530e-01
9.7314248199e-01
9.7295006389e-01
9.7275710239e-01
9.7256359894e-01
9.7236955493e-01
9.7217497178e-01
9.7197985090e-01
9.7178419369e-01
9.7158800157e-01
9.7139127592e-01
9.7119401816e-01
9.7099622966e-01
9.7079791184e-01
9.7059906608e-01
9.7039969377e-01
9.7019979629e-01
9.6999937502e-01
9.6979843136e-01
9.6959696667e-01
9.6939498234e-01
9.6919247973e-01
